,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
9941,26883085,Private room,33640255,2015-05-18,100%,4.7,10.0,10.0,10.0,10.0,10.0,97.0,35.0,,69007,13
11092,29769789,Entire home/apt,55752442,2016-01-23,100%,1.0,,,,,,,35.0,$20.00,69008,1
10215,27778836,Private room,209747053,2018-08-15,,6.08,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$0.00,69005,15
6946,21063459,Private room,26456439,2015-01-21,50%,0.29,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69007,4
6914,20981501,Private room,40919398,2015-08-09,,0.14,8.0,10.0,10.0,10.0,8.0,100.0,35.0,$10.00,69002,2
9850,26634967,Entire home/apt,174134045,2018-02-19,80%,6.59,9.0,10.0,10.0,9.0,9.0,78.0,35.0,$0.00,69001,29
6864,20852350,Private room,7218769,2016-07-27,,0.17,7.0,10.0,10.0,10.0,6.0,80.0,35.0,,69002,2
6862,20843608,Entire home/apt,101318722,2016-10-26,0%,0.11,,,,,,,35.0,$55.00,69006,1
9206,24374021,Entire home/apt,8800591,2013-09-12,100%,1.62,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$20.00,69005,7
9868,26679495,Entire home/apt,81465524,2016-07-03,,0.24,6.0,8.0,8.0,4.0,2.0,60.0,35.0,,69003,1
6767,20579144,Entire home/apt,71061187,2016-05-09,,3.8,10.0,9.0,10.0,10.0,10.0,95.0,35.0,,69003,56
6774,20597253,Entire home/apt,51553734,2015-12-17,,4.26,9.0,9.0,9.0,9.0,9.0,89.0,35.0,$12.00,69006,61
6779,20611562,Entire home/apt,37054164,2015-06-29,,0.14,10.0,9.0,10.0,10.0,10.0,90.0,35.0,,69007,2
8997,23718593,Private room,123997456,2017-04-03,,1.33,9.0,10.0,9.0,10.0,8.0,88.0,35.0,,69002,10
9006,23741379,Entire home/apt,37109261,2015-06-30,88%,1.46,8.0,9.0,9.0,10.0,8.0,90.0,35.0,$10.00,69006,10
9216,24415791,Entire home/apt,184343663,2018-04-15,,0.55,10.0,9.0,10.0,10.0,10.0,100.0,35.0,,69003,4
6792,20650755,Entire home/apt,147677282,2017-08-25,,0.14,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$0.00,69005,2
9249,24506147,Entire home/apt,185128486,2018-04-19,,1.99,10.0,10.0,10.0,10.0,10.0,97.0,35.0,,69001,14
10184,27668754,Entire home/apt,127641923,2017-04-26,100%,3.08,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$15.00,69003,8
9192,24345986,Private room,170794733,2018-01-30,100%,0.15,2.0,8.0,8.0,2.0,2.0,20.0,35.0,$40.00,69100,1
8963,23619787,Entire home/apt,176718573,2018-03-05,100%,0.67,8.0,10.0,10.0,10.0,9.0,88.0,35.0,$51.00,69007,5
8953,23601589,Entire home/apt,164589707,2017-12-28,,0.12,,,,,,,35.0,$0.00,69007,1
6825,20732580,Private room,7631433,2013-07-21,92%,0.97,10.0,10.0,9.0,10.0,10.0,95.0,35.0,,69003,14
11194,29850969,Entire home/apt,146772229,2017-08-19,,1.0,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$5.00,69008,1
10194,27700100,Entire home/apt,144401665,2017-08-05,69%,1.0,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69002,1
459,2522984,Private room,12917831,2014-03-08,100%,1.96,9.0,9.0,9.0,10.0,8.0,85.0,35.0,$0.00,69007,96
8944,23560625,Entire home/apt,176052436,2018-03-01,100%,1.42,8.0,6.0,9.0,9.0,7.0,75.0,35.0,$0.00,69008,12
14,251630,Entire home/apt,1319577,2011-10-21,,0.03,10.0,10.0,10.0,8.0,8.0,100.0,35.0,$0.00,69001,1
1810,7033353,Private room,21040314,2014-09-07,,0.03,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69007,1
286,1824146,Entire home/apt,9548245,2013-10-21,,0.78,9.0,9.0,10.0,10.0,9.0,93.0,35.0,$25.00,69007,41
10220,27796382,Entire home/apt,49672247,2015-11-23,100%,6.37,10.0,10.0,10.0,10.0,9.0,96.0,35.0,,69005,17
10101,27390632,Entire home/apt,203194370,2018-07-18,,0.85,9.0,9.0,9.0,9.0,9.0,93.0,35.0,$45.00,69007,3
1650,6401317,Entire home/apt,12805570,2014-03-04,,0.65,10.0,9.0,10.0,10.0,9.0,95.0,35.0,,69008,27
1090,4643008,Private room,24038571,2014-11-22,100%,0.28,10.0,10.0,10.0,10.0,10.0,91.0,35.0,$10.00,69001,13
7006,21182990,Entire home/apt,18636051,2014-07-22,,0.68,9.0,9.0,10.0,10.0,8.0,88.0,35.0,$0.00,69007,9
1645,6372784,Private room,33209078,2015-05-12,,1.64,9.0,10.0,10.0,10.0,10.0,93.0,35.0,,69006,69
9159,24242838,Entire home/apt,97671629,2016-10-02,90%,1.38,10.0,10.0,10.0,10.0,9.0,98.0,35.0,$5.00,69004,10
815,4393303,Private room,22615483,2014-10-16,100%,0.97,10.0,9.0,10.0,10.0,10.0,97.0,35.0,,69008,47
1857,7209687,Entire home/apt,30661248,2015-04-05,,0.07,10.0,8.0,10.0,10.0,10.0,100.0,35.0,$10.00,69007,3
10267,27943965,Entire home/apt,41898266,2015-08-19,100%,1.22,8.0,10.0,7.0,9.0,9.0,80.0,35.0,$30.00,69007,2
7039,21215848,Entire home/apt,113167601,2017-01-25,100%,0.38,9.0,10.0,10.0,10.0,10.0,92.0,35.0,$50.00,69001,5
9891,26736831,Private room,48514572,2015-11-08,,0.74,10.0,10.0,10.0,10.0,10.0,100.0,35.0,$15.00,69005,3
7052,21237134,Private room,149127415,2017-09-04,,0.26,10.0,10.0,10.0,10.0,10.0,100.0,35.0,,69004,3
1130,4657731,Private room,2093850,2012-04-08,,2.82,10.0,10.0,10.0,10.0,10.0,98.0,35.0,$0.00,69001,76
10929,29553066,Entire home/apt,219583540,2018-10-09,,2.0,,,,,,,35.0,,69003,2
9360,24867420,Entire home/apt,72748789,2016-05-18,64%,2.8,9.0,9.0,10.0,9.0,9.0,92.0,35.0,$0.00,69003,14
9893,26739335,Entire home/apt,199229480,2018-07-01,86%,2.73,10.0,9.0,10.0,9.0,9.0,91.0,35.0,,69007,12
703,4043901,Private room,20967947,2014-09-05,100%,1.49,9.0,9.0,10.0,10.0,9.0,92.0,35.0,,69007,66
9124,24143398,Entire home/apt,180552757,2018-03-25,,1.27,9.0,10.0,10.0,10.0,10.0,89.0,35.0,,69006,9
8645,22591029,Private room,42502402,2015-08-25,100%,3.08,9.0,9.0,9.0,10.0,10.0,91.0,35.0,$7.00,69004,32
8863,23286668,Private room,13237903,2014-03-17,,5.36,10.0,10.0,10.0,10.0,10.0,99.0,35.0,$5.00,69002,49
11003,29653671,Entire home/apt,223194825,2018-10-29,31%,2.0,10.0,10.0,10.0,10.0,8.0,100.0,35.0,$5.00,69006,2
