,id,room_type,host_id,host_since,host_response_rate,reviews_per_month,review_scores_value,review_scores_location,review_scores_communication,review_scores_checkin,review_scores_cleanliness,review_scores_rating,price,cleaning_fee,zipcode,number_of_reviews
12471,19065592,Private room,132904218,2017-06-01,,1.09,10.0,9.0,10.0,10.0,9.0,94.0,41.0,,1055 KA,15
7968,13253936,Private room,40220325,2015-08-01,,0.07,6.0,8.0,6.0,8.0,6.0,60.0,41.0,$5.00,1068,2
6995,11756944,Private room,62306884,2016-03-09,100%,0.7,9.0,9.0,9.0,9.0,10.0,87.0,41.0,$10.00,1056,23
3523,5962309,Private room,15402339,2014-05-12,,0.06,10.0,10.0,10.0,10.0,10.0,100.0,41.0,,1017 CX,2
17729,26892677,Private room,19163028,2014-07-30,100%,1.97,10.0,10.0,10.0,10.0,10.0,100.0,41.0,$30.00,1025,4
5130,8413831,Private room,13362513,2014-03-21,100%,0.03,10.0,10.0,10.0,10.0,10.0,100.0,41.0,$22.00,1078,1
5773,9483789,Private room,49155747,2015-11-16,,0.04,10.0,10.0,10.0,10.0,10.0,100.0,42.0,$8.00,1097 DM,1
5809,9544042,Private room,19728342,2014-08-09,,0.03,10.0,10.0,10.0,10.0,8.0,100.0,42.0,$25.00,1058,1
2286,3612262,Private room,10711622,2013-12-19,,0.69,9.0,9.0,10.0,10.0,9.0,93.0,42.0,$15.00,1056 TT,36
10393,16198996,Entire home/apt,27489189,2015-02-09,,1.48,9.0,9.0,10.0,10.0,10.0,95.0,42.0,$20.00,1013,35
7980,13262666,Private room,9015391,2013-09-23,,0.6,10.0,9.0,10.0,9.0,9.0,94.0,42.0,$27.00,1103 TA,17
18016,27364651,Private room,14071264,2014-04-09,100%,4.92,9.0,8.0,10.0,10.0,10.0,98.0,42.0,$35.00,1035VG,20
12752,19398559,Private room,119759003,2017-03-08,,0.06,10.0,4.0,10.0,10.0,10.0,80.0,42.0,$15.00,1069,1
12433,19025658,Private room,79773652,2016-06-25,,0.11,10.0,10.0,10.0,10.0,10.0,100.0,42.0,,1053 BA,2
10738,16682109,Private room,33224022,2015-05-12,100%,2.95,9.0,9.0,10.0,10.0,9.0,93.0,42.0,,1103 GZ,68
7130,12037335,Private room,61642263,2016-03-05,,0.06,9.0,10.0,10.0,9.0,8.0,90.0,44.0,,1065 TJ,2
12691,19322337,Shared room,7994682,2013-08-07,,0.06,10.0,10.0,8.0,10.0,8.0,100.0,44.0,$25.00,1076 CD,1
10328,16116438,Private room,78690716,2016-06-19,,1.24,9.0,9.0,10.0,10.0,9.0,94.0,44.0,$10.00,1074 GZ,30
1816,2856667,Private room,14603111,2014-04-22,,0.75,9.0,9.0,10.0,10.0,10.0,95.0,44.0,$10.00,1106 GW,42
9298,14469372,Private room,82062485,2016-07-06,,0.86,10.0,9.0,10.0,10.0,10.0,98.0,44.0,$8.00,1087,24
12820,19480451,Shared room,3534874,2012-09-11,,0.11,10.0,10.0,10.0,10.0,8.0,100.0,44.0,$69.00,1016 DX,2
15408,22547451,Private room,17699260,2014-07-06,,4.63,9.0,9.0,10.0,10.0,9.0,98.0,44.0,$23.00,1066 WT,29
13972,20789675,Shared room,148628373,2017-09-01,100%,0.07,10.0,10.0,10.0,10.0,10.0,100.0,45.0,,1094,1
